"REF_DATE","GEO","DGUID","Criminal Justice System","Key indicators","Sex of accused","Offences","Statistics","Fiscal quarters","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276951774","3.1.1.1.28.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276951774","3.1.1.1.28.2.3","-29.5","","","","1"
"2021/2022","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276951774","3.1.1.1.28.2.3","29.0","","","","1"
"2022/2023","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276951774","3.1.1.1.28.2.3","0.7","","","","1"
"2019/2020","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951868","3.1.1.1.33.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951868","3.1.1.1.33.2.3","-25.3","","","","1"
"2021/2022","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951868","3.1.1.1.33.2.3","7.8","","","","1"
"2022/2023","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951868","3.1.1.1.33.2.3","10.2","","","","1"
"2019/2020","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951951","3.1.1.1.36.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951951","3.1.1.1.36.2.3","-40.4","","","","1"
"2021/2022","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951951","3.1.1.1.36.2.3","-11.3","","","","1"
"2022/2023","Nova Scotia","2016A000212","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951951","3.1.1.1.36.2.3","62.5","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954260","3.2.1.1.1.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954260","3.2.1.1.1.2.3","-54.7","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954260","3.2.1.1.1.2.3","36.7","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954260","3.2.1.1.1.2.3","20.6","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954334","3.2.1.1.4.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954334","3.2.1.1.4.2.3","-46.2","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954334","3.2.1.1.4.2.3","35.4","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954334","3.2.1.1.4.2.3","38.6","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954457","3.2.1.1.15.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954457","3.2.1.1.15.2.3","-62.3","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954457","3.2.1.1.15.2.3","52.2","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954457","3.2.1.1.15.2.3","-8.6","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954553","3.2.1.1.22.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954553","3.2.1.1.22.2.3","-68.1","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954553","3.2.1.1.22.2.3","-6.7","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954553","3.2.1.1.22.2.3","0.0","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954601","3.2.1.1.28.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954601","3.2.1.1.28.2.3","-59.3","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954601","3.2.1.1.28.2.3","0.0","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954601","3.2.1.1.28.2.3","109.1","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954634","3.2.1.1.33.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954634","3.2.1.1.33.2.3","-25.0","E","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954634","3.2.1.1.33.2.3","83.3","E","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954634","3.2.1.1.33.2.3","-36.4","E","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954661","3.2.1.1.36.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954661","3.2.1.1.36.2.3","-68.0","E","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954661","3.2.1.1.36.2.3","62.5","E","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954661","3.2.1.1.36.2.3","-38.5","E","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955610","4.1.1.1.1.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955610","4.1.1.1.1.2.3","-32.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955610","4.1.1.1.1.2.3","22.9","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955610","4.1.1.1.1.2.3","-10.7","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955700","4.1.1.1.4.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955700","4.1.1.1.4.2.3","-24.9","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955700","4.1.1.1.4.2.3","19.7","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955700","4.1.1.1.4.2.3","-7.6","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955935","4.1.1.1.15.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955935","4.1.1.1.15.2.3","-37.9","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955935","4.1.1.1.15.2.3","18.3","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955935","4.1.1.1.15.2.3","-12.9","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956116","4.1.1.1.22.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956116","4.1.1.1.22.2.3","-42.9","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956116","4.1.1.1.22.2.3","33.2","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956116","4.1.1.1.22.2.3","-10.2","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956247","4.1.1.1.28.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956247","4.1.1.1.28.2.3","-2.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956247","4.1.1.1.28.2.3","11.7","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956247","4.1.1.1.28.2.3","-6.1","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956337","4.1.1.1.33.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956337","4.1.1.1.33.2.3","-32.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956337","4.1.1.1.33.2.3","34.8","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956337","4.1.1.1.33.2.3","-13.0","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956420","4.1.1.1.36.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956420","4.1.1.1.36.2.3","-33.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956420","4.1.1.1.36.2.3","7.8","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956420","4.1.1.1.36.2.3","-16.3","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958116","4.2.1.1.1.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958116","4.2.1.1.1.2.3","-32.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958116","4.2.1.1.1.2.3","-18.0","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958116","4.2.1.1.1.2.3","8.5","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958188","4.2.1.1.4.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958188","4.2.1.1.4.2.3","-30.7","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958188","4.2.1.1.4.2.3","-20.6","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958188","4.2.1.1.4.2.3","36.4","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958294","4.2.1.1.15.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958294","4.2.1.1.15.2.3","-27.7","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958294","4.2.1.1.15.2.3","-26.7","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958294","4.2.1.1.15.2.3","-15.9","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958379","4.2.1.1.22.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958379","4.2.1.1.22.2.3","-30.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958379","4.2.1.1.22.2.3","42.9","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958379","4.2.1.1.22.2.3","-30.0","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958426","4.2.1.1.28.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958426","4.2.1.1.28.2.3","-46.7","E","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958426","4.2.1.1.28.2.3","-12.5","E","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958426","4.2.1.1.28.2.3","-14.3","E","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958455","4.2.1.1.33.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958455","4.2.1.1.33.2.3","100.0","E","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958455","4.2.1.1.33.2.3","-20.0","E","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958455","4.2.1.1.33.2.3","12.5","E","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958485","4.2.1.1.36.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958485","4.2.1.1.36.2.3","-64.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958485","4.2.1.1.36.2.3","-27.3","E","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958485","4.2.1.1.36.2.3","-12.5","E","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959092","5.1.1.1.1.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959092","5.1.1.1.1.2.3","-32.3","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959092","5.1.1.1.1.2.3","15.5","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959092","5.1.1.1.1.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959182","5.1.1.1.4.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959182","5.1.1.1.4.2.3","-19.9","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959182","5.1.1.1.4.2.3","32.9","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959182","5.1.1.1.4.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959478","5.1.1.1.15.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959478","5.1.1.1.15.2.3","-34.8","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959478","5.1.1.1.15.2.3","15.5","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959478","5.1.1.1.15.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959684","5.1.1.1.22.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959684","5.1.1.1.22.2.3","-34.7","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959684","5.1.1.1.22.2.3","10.3","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959684","5.1.1.1.22.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959832","5.1.1.1.28.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959832","5.1.1.1.28.2.3","-47.7","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959832","5.1.1.1.28.2.3","-4.0","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959832","5.1.1.1.28.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959949","5.1.1.1.33.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959949","5.1.1.1.33.2.3","-30.4","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959949","5.1.1.1.33.2.3","3.3","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959949","5.1.1.1.33.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960037","5.1.1.1.36.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960037","5.1.1.1.36.2.3","-34.1","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960037","5.1.1.1.36.2.3","15.6","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of cases","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960037","5.1.1.1.36.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962735","5.2.1.1.1.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962735","5.2.1.1.1.2.3","-29.3","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962735","5.2.1.1.1.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962735","5.2.1.1.1.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962824","5.2.1.1.4.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962824","5.2.1.1.4.2.3","-25.3","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962824","5.2.1.1.4.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962824","5.2.1.1.4.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963023","5.2.1.1.15.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963023","5.2.1.1.15.2.3","-36.1","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963023","5.2.1.1.15.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963023","5.2.1.1.15.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of cases","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963152","5.2.1.1.22.2.3","","..","","","1"
