"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53094550","42.1.13","405","","","","0"
"2017","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53094551","42.1.14","15525.46","","","","2"
"2018","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53094551","42.1.14","14512.53","","","","2"
"2019","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53094551","42.1.14","12677.75","","","","2"
"2020","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53094551","42.1.14","9310.99","","","","2"
"2021","Nunavut [62]","2016A000262","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53094551","42.1.14","9119.57","","","","2"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Actual incidents","Number","223","units","0","v1390811446","51.1.1","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Actual incidents","Number","223","units","0","v1390811446","51.1.1","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Actual incidents","Number","223","units","0","v1390811446","51.1.1","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Actual incidents","Number","223","units","0","v1390811446","51.1.1","1050","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Actual incidents","Number","223","units","0","v1390811446","51.1.1","1487","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v1390811454","51.1.2","","..","","","2"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v1390811454","51.1.2","","..","","","2"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v1390811454","51.1.2","","..","","","2"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v1390811454","51.1.2","","..","","","2"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v1390811454","51.1.2","","..","","","2"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v1390811455","51.1.3","","..","","","2"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v1390811455","51.1.3","","..","","","2"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v1390811455","51.1.3","","..","","","2"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v1390811455","51.1.3","","..","","","2"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v1390811455","51.1.3","","..","","","2"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1390811452","51.1.15","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1390811452","51.1.15","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1390811452","51.1.15","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1390811452","51.1.15","99","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1390811452","51.1.15","125","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1390811453","51.1.16","","..","","","2"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1390811453","51.1.16","","..","","","2"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1390811453","51.1.16","","..","","","2"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1390811453","51.1.16","8.62","","","","2"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1390811453","51.1.16","7.75","","","","2"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total cleared","Number","223","units","0","v1390811456","51.1.4","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total cleared","Number","223","units","0","v1390811456","51.1.4","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total cleared","Number","223","units","0","v1390811456","51.1.4","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total cleared","Number","223","units","0","v1390811456","51.1.4","337","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total cleared","Number","223","units","0","v1390811456","51.1.4","586","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared by charge","Number","223","units","0","v1390811457","51.1.5","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared by charge","Number","223","units","0","v1390811457","51.1.5","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared by charge","Number","223","units","0","v1390811457","51.1.5","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared by charge","Number","223","units","0","v1390811457","51.1.5","295","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared by charge","Number","223","units","0","v1390811457","51.1.5","525","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v1390811458","51.1.6","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v1390811458","51.1.6","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v1390811458","51.1.6","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v1390811458","51.1.6","42","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v1390811458","51.1.6","61","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, persons charged","Number","223","units","0","v1390811459","51.1.7","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, persons charged","Number","223","units","0","v1390811459","51.1.7","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, persons charged","Number","223","units","0","v1390811459","51.1.7","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, persons charged","Number","223","units","0","v1390811459","51.1.7","292","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, persons charged","Number","223","units","0","v1390811459","51.1.7","509","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v1390811460","51.1.8","","..","","","2"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v1390811460","51.1.8","","..","","","2"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v1390811460","51.1.8","","..","","","2"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v1390811460","51.1.8","","..","","","2"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v1390811460","51.1.8","","..","","","2"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, adult charged","Number","223","units","0","v1390811461","51.1.9","","..","","","0"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, adult charged","Number","223","units","0","v1390811461","51.1.9","","..","","","0"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, adult charged","Number","223","units","0","v1390811461","51.1.9","","..","","","0"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, adult charged","Number","223","units","0","v1390811461","51.1.9","275","","","","0"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Total, adult charged","Number","223","units","0","v1390811461","51.1.9","497","","","","0"
"2017","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v1390811447","51.1.10","","..","","","2"
"2018","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v1390811447","51.1.10","","..","","","2"
"2019","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v1390811447","51.1.10","","..","","","2"
"2020","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v1390811447","51.1.10","","..","","","2"
"2021","Canadian Forces Military Police [99001]","","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v1390811447","51.1.10","","..","","","2"
