"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53095626","28.1.13","2704","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53095626","28.1.13","2854","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53095627","28.1.14","4310.18","","","","2"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53095627","28.1.14","3622.02","","","","2"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53095627","28.1.14","2989.50","","","","2"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53095627","28.1.14","2690.17","","","","2"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53095627","28.1.14","2812.35","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Actual incidents","Number","223","units","0","v44335699","30.1.1","149351","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Actual incidents","Number","223","units","0","v44335699","30.1.1","147141","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Actual incidents","Number","223","units","0","v44335699","30.1.1","151199","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Actual incidents","Number","223","units","0","v44335699","30.1.1","144650","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Actual incidents","Number","223","units","0","v44335699","30.1.1","149519","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44372408","30.1.2","12983.31","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44372408","30.1.2","12665.28","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44372408","30.1.2","12895.67","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44372408","30.1.2","12265.75","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44372408","30.1.2","12672.78","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44382796","30.1.3","-3.90","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44382796","30.1.3","-2.45","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44382796","30.1.3","1.82","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44382796","30.1.3","-4.88","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44382796","30.1.3","3.32","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000166943","30.1.15","10774","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000166943","30.1.15","10679","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000166943","30.1.15","10308","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000166943","30.1.15","9643","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000166943","30.1.15","9946","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000166944","30.1.16","6.73","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000166944","30.1.16","6.77","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000166944","30.1.16","6.38","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000166944","30.1.16","6.25","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000166944","30.1.16","6.24","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total cleared","Number","223","units","0","v44364351","30.1.4","77148","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total cleared","Number","223","units","0","v44364351","30.1.4","72189","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total cleared","Number","223","units","0","v44364351","30.1.4","67725","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total cleared","Number","223","units","0","v44364351","30.1.4","66771","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total cleared","Number","223","units","0","v44364351","30.1.4","65281","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387276","30.1.5","53557","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387276","30.1.5","50745","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387276","30.1.5","50152","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387276","30.1.5","48510","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44387276","30.1.5","47107","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404578","30.1.6","23591","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404578","30.1.6","21444","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404578","30.1.6","17573","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404578","30.1.6","18261","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404578","30.1.6","18174","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44360428","30.1.7","52785","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44360428","30.1.7","49904","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44360428","30.1.7","48872","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44360428","30.1.7","47123","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44360428","30.1.7","45956","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44413492","30.1.8","5452.71","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44413492","30.1.8","5108.27","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44413492","30.1.8","4953.16","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44413492","30.1.8","4741.11","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44413492","30.1.8","4609.91","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44327351","30.1.9","46546","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44327351","30.1.9","45117","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44327351","30.1.9","44431","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44327351","30.1.9","43885","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44327351","30.1.9","43221","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44378853","30.1.10","5263.32","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44378853","30.1.10","5054.12","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44378853","30.1.10","4930.24","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44378853","30.1.10","4842.14","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44378853","30.1.10","4762.40","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44377554","30.1.11","6239","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44377554","30.1.11","4787","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44377554","30.1.11","4441","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44377554","30.1.11","3238","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44377554","30.1.11","2735","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44417957","30.1.12","7453.65","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44417957","30.1.12","5682.03","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44417957","30.1.12","5194.76","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44417957","30.1.12","3695.97","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44417957","30.1.12","3061.00","","","","2"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53090501","30.1.13","3878","","","","0"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53090501","30.1.13","2943","","","","0"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53090501","30.1.13","2357","","","","0"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53090501","30.1.13","1942","","","","0"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53090501","30.1.13","1948","","","","0"
"2017","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53090502","30.1.14","4632.99","","","","2"
"2018","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53090502","30.1.14","3493.26","","","","2"
"2019","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53090502","30.1.14","2757.05","","","","2"
"2020","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53090502","30.1.14","2216.67","","","","2"
"2021","Saskatchewan [47]","2016A000247","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53090502","30.1.14","2180.19","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Actual incidents","Number","223","units","0","v44334559","33.1.1","395914","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Actual incidents","Number","223","units","0","v44334559","33.1.1","403702","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Actual incidents","Number","223","units","0","v44334559","33.1.1","437332","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Actual incidents","Number","223","units","0","v44334559","33.1.1","389278","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Actual incidents","Number","223","units","0","v44334559","33.1.1","369048","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44378533","33.1.2","9335.17","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44378533","33.1.2","9392.19","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44378533","33.1.2","10024.63","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44378533","33.1.2","8807.14","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44378533","33.1.2","8306.51","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44329319","33.1.3","3.43","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44329319","33.1.3","0.61","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44329319","33.1.3","6.73","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44329319","33.1.3","-12.14","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44329319","33.1.3","-5.68","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000168767","33.1.15","33233","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000168767","33.1.15","29660","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000168767","33.1.15","28862","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000168767","33.1.15","25057","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000168767","33.1.15","22403","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000168768","33.1.16","7.74","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000168768","33.1.16","6.84","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000168768","33.1.16","6.19","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000168768","33.1.16","6.05","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000168768","33.1.16","5.72","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Total cleared","Number","223","units","0","v44346736","33.1.4","166512","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Total cleared","Number","223","units","0","v44346736","33.1.4","174244","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Total cleared","Number","223","units","0","v44346736","33.1.4","168553","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Total cleared","Number","223","units","0","v44346736","33.1.4","147921","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Total cleared","Number","223","units","0","v44346736","33.1.4","145712","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44398697","33.1.5","119294","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44398697","33.1.5","128429","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44398697","33.1.5","129295","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44398697","33.1.5","107624","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44398697","33.1.5","103328","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44412637","33.1.6","47218","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44412637","33.1.6","45815","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44412637","33.1.6","39258","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44412637","33.1.6","40297","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44412637","33.1.6","42384","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44375810","33.1.7","108327","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44375810","33.1.7","117662","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44375810","33.1.7","121429","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44375810","33.1.7","101738","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44375810","33.1.7","96824","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44382193","33.1.8","3019.42","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44382193","33.1.8","3232.64","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44382193","33.1.8","3280.24","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44382193","33.1.8","2705.22","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44382193","33.1.8","2553.49","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44352551","33.1.9","101919","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44352551","33.1.9","111304","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44352551","33.1.9","115769","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44352551","33.1.9","98267","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44352551","33.1.9","93561","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44384554","33.1.10","3095.12","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44384554","33.1.10","3331.87","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44384554","33.1.10","3409.72","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44384554","33.1.10","2852.57","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44384554","33.1.10","2697.06","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44372355","33.1.11","6408","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44372355","33.1.11","6358","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44372355","33.1.11","5660","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44372355","33.1.11","3471","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44372355","33.1.11","3263","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408773","33.1.12","2173.82","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408773","33.1.12","2124.82","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408773","33.1.12","1846.25","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408773","33.1.12","1098.57","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408773","33.1.12","1010.75","","","","2"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53096668","33.1.13","6620","","","","0"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53096668","33.1.13","5965","","","","0"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53096668","33.1.13","5094","","","","0"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53096668","33.1.13","3658","","","","0"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53096668","33.1.13","4214","","","","0"
"2017","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53096669","33.1.14","2245.73","","","","2"
"2018","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53096669","33.1.14","1993.48","","","","2"
"2019","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53096669","33.1.14","1661.63","","","","2"
"2020","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53096669","33.1.14","1157.76","","","","2"
"2021","Alberta [48]","2016A000248","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53096669","33.1.14","1305.34","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Actual incidents","Number","223","units","0","v44364015","36.1.1","398788","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Actual incidents","Number","223","units","0","v44364015","36.1.1","413412","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Actual incidents","Number","223","units","0","v44364015","36.1.1","487404","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Actual incidents","Number","223","units","0","v44364015","36.1.1","449341","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Actual incidents","Number","223","units","0","v44364015","36.1.1","433788","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44368890","36.1.2","8090.02","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44368890","36.1.2","8250.95","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44368890","36.1.2","9566.70","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44368890","36.1.2","8710.31","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44368890","36.1.2","8318.39","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44406011","36.1.3","-4.69","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44406011","36.1.3","1.99","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44406011","36.1.3","15.95","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44406011","36.1.3","-8.95","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44406011","36.1.3","-4.50","","","","2"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000170591","36.1.15","31240","","","","0"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000170591","36.1.15","31842","","","","0"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000170591","36.1.15","36386","","","","0"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000170591","36.1.15","32664","","","","0"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000170591","36.1.15","29218","","","","0"
"2017","British Columbia [59]","2016A000259","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000170592","36.1.16","7.26","","","","2"
"2018","British Columbia [59]","2016A000259","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000170592","36.1.16","7.15","","","","2"
"2019","British Columbia [59]","2016A000259","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000170592","36.1.16","6.95","","","","2"
"2020","British Columbia [59]","2016A000259","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000170592","36.1.16","6.78","","","","2"
"2021","British Columbia [59]","2016A000259","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000170592","36.1.16","6.31","","","","2"
